id,samp_date,spectrum,YC,YB,birthnest,rearnest,habitat_origin,habitat_rearing,cross_fostered,sex
BC153,7.6.13,COL_AM_POLLOS_0502,0.529340942,9.650312446,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0503,0.553656119,11.43638007,V148,V148,Forest,Forest,0,1
BC153,7.6.13,COL_AM_POLLOS_0504,0.499007407,10.90350146,V148,V148,Forest,Forest,0,1
BC151,7.6.13,COL_AM_POLLOS_0505,0.593183611,10.0933429,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0506,0.65034503,9.03708409,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0507,0.645490289,9.060926134,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0508,0.644819448,9.285451884,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0509,0.558209309,9.015226279,S124,V148,Urban,Forest,1,1
BC151,7.6.13,COL_AM_POLLOS_0510,0.563114168,9.891019066,S124,V148,Urban,Forest,1,1
BA81,11.6.13,COL_AM_POLLOS_0511,0.452642882,12.26089538,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0512,0.359101599,11.49347588,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0513,0.332770076,11.03864669,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0514,0.393332464,11.16612892,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0515,0.393352631,13.59091031,P138,P138,Urban,Urban,0,2
BA81,11.6.13,COL_AM_POLLOS_0516,0.451305858,10.71907441,P138,P138,Urban,Urban,0,2
BC108,5.6.13,COL_AM_POLLOS_0517,0.531461866,10.93031898,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0518,0.598261612,11.80986684,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0519,0.563632382,11.13772224,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0520,0.528029704,11.90695175,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0521,0.509357665,10.99693988,V153,P55,Forest,Urban,1,2
BC108,5.6.13,COL_AM_POLLOS_0522,0.500273052,11.01066551,V153,P55,Forest,Urban,1,2
